Rumah Sakit,Reviewer,Waktu,Rating,Ulasan
Ciputra Hospital CitraRaya,Diyan Nafi Jauhari,6 bulan lalu,1.0,"Layanan Instalasi Gawat Darurat nya parah, ngantri banyak nggk ada yang aware, nggk ada ruang tunggu buat pasien antri, nggk ada yang nawarin duduk baik security nya, suster nya, perawatnya, dokternya, pada cuek bae😳😳😳 …"
Ciputra Hospital CitraRaya,Anita Nita,5 bulan lalu,5.0,Pengalaman operasi sinusitis di Ciputra hospital citra raya Alhamdulillah penangananya cepet perawatnya baik ramah banget🫶🏼untuk dokter tht dr.doddy masyaallah ramah bgttt..terimakasih🥰 …
Ciputra Hospital CitraRaya,Tito Rizki Maulana,Diedit 5 bulan lalu,1.0,"Sedih sekali saya tidak diterima di IGD, dikarenakan hanya pengecekan tanda vital, saya sakit butuh penanganan/tindakan dan pengecekan lebih lanjut, tetapi disuruh pulang. Saya warga citra, tidak bisa mendapatkan fasilitas medis di citra raya."
Ciputra Hospital CitraRaya,Giri Alifia,6 tahun lalu,4.0,"Nyaman, bagus, luas, rapih, dan bersih. Pelayanan di front desk kurang informatif, beberapa perawat attitudenya kurang baik terutama di bagian ICU. Tp kinerja dokternya sangat baik. Sudah pernah menemani orangtua yang dirawat. Sepengalaman …"
Ciputra Hospital CitraRaya,Putri Kumala,9 bulan lalu,1.0,"Pelayanan di Poli Anak ga banget. Nurse nya pada ga ramah, padahal disitu saya bayar pribadi. Malam tanggal 8 Agustus 2025, saya membawa anak saya ke sini karena kondisi anak saya yang mengkhawatirkan. Diminta sama DSA untuk tes urine dan …"
Ciputra Hospital CitraRaya,Devi Ameylia,3 bulan lalu,5.0,"Pelayanan bagus banget, dokternya juga baik dan detail nerima keluhan pasien, fasilitasnya cukup lengkap 😍 …"
Ciputra Hospital CitraRaya,Yohana Dyah,3 bulan lalu,5.0,"Terima kasih dokter Devi atas pelayanannya, semoga menjadi berkat bagi banyak orang 🙏🙏 …"
Ciputra Hospital CitraRaya,Menir Long4,6 bulan lalu,5.0,"Terimakasih untuk ruang NICU buat dokter Rosalinna beserta suster Nita dan Team NICU I love you pokok nya pelayanan yang cepat dan tanggap, ramah, ruangan yang bersih dan rapi"
Ciputra Hospital CitraRaya,Pujiwati Rahayu,5 bulan lalu,4.0,"Dokternya bagus profesional tapi entah kenapa pelayanan administrasinya lembat sekali ya. Pendaftaran lambat, kasir lambat. Sepertinya ada yg harus diperbaiki deh ini, apa yg bikin lambat itu"
Ciputra Hospital CitraRaya,arikmadi triwidodo,7 bulan lalu,1.0,"Gila kasirnya luuuaaama bener. Trs abis bayar labjut nunggu farmasi jg luaaaama bener. Dari jam 10.30 sampe 12.30
Gila sih kapok gw ke sini lg."
Ciputra Hospital CitraRaya,Rika Solecha,6 bulan lalu,2.0,"Dari antrian dokter, kasir.. super lama..ga ngerti apa yg membuat lama.  Coba sistem nya diperbaiki . yg membuat laynan lamaaaaa. Secara dokter n suster sih msh ok lah"
Ciputra Hospital CitraRaya,Boby Kurniawan,3 bulan lalu,5.0,"Pelayanan sangat bagus, dokter2 profesional, ruangan bagus, bersih, lega, perawatan operasi hingga pasca operasi sembuh dengan baik. Recomended pol. 👍🏽 …"
Ciputra Hospital CitraRaya,keanu immanuel,7 bulan lalu,1.0,"Datang jam 7 sudah daftar online dari minggu lalu, harusnya sudah minggu lalu berobat rutinnya tapi dokter cuti ""LAGI"" saat hari - H berobat mengantri di pendaftatan 1 jam lebih belum selesai selesai, sudah tau ramai bangku untuk duduk di …"
Ciputra Hospital CitraRaya,Ivan Tri Septian,3 bulan lalu,1.0,Telepon operator 7x24 jam ga pernah diangkat. Aneh sumpah. Spam 5 star review pegawai kah?
Ciputra Hospital CitraRaya,istiq queen,7 bulan lalu,5.0,"Pelayanannya bagus ramah"", lingkungannya bersih. Pakai BPJS juga pelayanannya sangat cepat. Kamis kemarin abis op usus buntu Alhamdulillah sekarang baru seminggu sudah bisa jalan lancar asal selalu ikutin saran dokter dan perawat nya.
Terimakasih banyak buat semua pelayanannya disini, tetap dipertahankan."
Ciputra Hospital CitraRaya,Susi Liu,10 bulan lalu,5.0,"Sangat memuaskan  ..
Pelayanan cepat biarpun pasien BPJS..
Tempatnya bersih dan nyaman"
Ciputra Hospital CitraRaya,Indah Damayanti,setahun lalu,1.0,"Ini parah bgt si, janji temu dokternya dijadwalkan mulai jam 18.00 sampai jam 19.30 saja dokternya blm datang. …"
Ciputra Hospital CitraRaya,Asti Widiya Prahati,5 bulan lalu,5.0,Bagus sekali terapi dsini ank senang dan ada progres nya .. mksih buat miss Aya dan miss Atta serta dokter terapis dan dokter ank nya 🙏 …
Ciputra Hospital CitraRaya,bakso sevila,5 bulan lalu,5.0,"Ciputra hospital salah satu Rumah sakit terbaik di Tangerang,selain dekat dengan rumah.fasilitas oke,dokter dan tenaga medis baik2 ..
Terutama para therafis super sabar.
Terimakasih miss tata dan miss aya🙏🥰 …"
Ciputra Hospital CitraRaya,Lia Fauziah,6 bulan lalu,5.0,Masyaallah alhamdulillah baru kali ini dapet rumah sakit yang pelayanannya memuaskan semua dari di igd smpe pulang Masyaallah alhamdulillah kalo ada bintang 100 tek kasih bintang 100
Ciputra Hospital CitraRaya,muhtadin welderGo,setahun lalu,3.0,Daftar kontrol ke  doktor urologi jadwal praktek jam 9-11.  D infokan  Doktery mundur karna ada operasi kalau mau ditinggal bisa. Nnti ketika doktery mau datang akan d infokan. D tunggu  tidak ada kabar sama sekali gk ad kepastian untuk orang berobat.
Ciputra Hospital CitraRaya,setyadi agung official,2 tahun lalu,1.0,Klinik ibu dan anak PELAYANANYA LAMA. SLOW RESPON BANGET. Mau berobat harus nunggu pelayanan vaksin. Kasir juga sangat lama. Belum lagi nunggu obat. 3jam hanya untuk menunggu pelayanan.  Tidak jauh beda dengan puskesmas
Ciputra Hospital CitraRaya,Desy Purwaningsih,9 bulan lalu,1.0,"Pertama kali periksa ke dokter umum, biasanya di poli anak satset banget. Ini di poli umum nunggu lebih dari satu jam ga dipanggil malah yg baru dateng dipanggil duluan, pas nanya lagi ternyata susternya lupa kalau sy sudah nunggu lebih …"
Ciputra Hospital CitraRaya,Nabila Melka,8 bulan lalu,5.0,"Pelayanan rumah sakit nya dari mulai security,staf,perawat,dokter,petugas kebersihannya semua nya sangat ramah
Rumah sakit nya bersih wangi ,toilet umum lobby nya jga bersih wangi …"
Ciputra Hospital CitraRaya,Alya Yolan,5 bulan lalu,5.0,Udah pernah rawat disini dokter sama sus nya baik bgt terus juga pelayanan nya bagus
Ciputra Hospital CitraRaya,sutrisnosuoh6,5 bulan lalu,5.0,"Pelayanan Sudah bagus, saran untuk area te terapi anak, bisa di tambah Playground, supaya anak2 nyaman buat menunggu.."
Ciputra Hospital CitraRaya,Mugi Harti,3 bulan lalu,5.0,Saya pernah dirwt Icu menggunakan jaminan bpjs kesehatan. Alhamdulilah semua baik 😘 …
Ciputra Hospital CitraRaya,Fajar Ramadan,9 bulan lalu,5.0,"Pelayanan sangat baik, petugasnya juga ramah😇 …"
Ciputra Hospital CitraRaya,jmforklift tangerang,9 bulan lalu,1.0,"Ini rumah sakit pelayanan suster nya lelet lama , nggu obat sampe 2 jam. Anak saya panas... Ini kami berobat biaya mandiri. klo ada bintang kosong 0 saya buatkan."
Ciputra Hospital CitraRaya,Mas Prapto,3 bulan lalu,5.0,Terimakasih dr. Wendelin atas pelayanannya🙏 Sukses juga buat Cihos …
Ciputra Hospital CitraRaya,Riliesya Hendri Ngan,4 bulan lalu,5.0,"Pelayanan ramah dan baik, fasilitas lengkap, cs sangat helpful dan informatif. Gedungnya bagus. Excellent"
Ciputra Hospital CitraRaya,Mukti Ulis,3 bulan lalu,1.0,Sangat kecewa. Bapak saya udah lemes . Tidak ada tindakan sama sekali. Apalagi paling kecewa tidak dikasih obat sama sekali. Sangat kecewa.
Ciputra Hospital CitraRaya,Sya tegar Fadhlurraman,5 bulan lalu,5.0,Pelayanan super ramah dari security cepat membantu pasien sukses selalu yaa Ciputra hospital
Ciputra Hospital CitraRaya,Jefry Stn,8 bulan lalu,1.0,"Adminitrasi lelet sekali
Masa dari jam 11 sampai jam 5 jg blm beres..
Emang berkas 1 kabupaten ... …"
Ciputra Hospital CitraRaya,Iqooz9 5g,5 bulan lalu,5.0,"Pelayanan bagus security ramah, saya datang langsung gercep ambilin kursi roda dan di bantu dorong sampai dalam."
Ciputra Hospital CitraRaya,Sigih Aan S,setahun lalu,5.0,"Pengalaman pertama bunda masuk RS di Ciputra hospital, dari awal datang langsung masuk UGD di tangani dengan cepat oleh security di bawa masuk langsung di cek dan di beri infus oleh perawat di dalam, dari masuk rawat inap sampai masuk ICU …"
Ciputra Hospital CitraRaya,Dede Listiana,3 bulan lalu,5.0,Terimakasih untuk pelayanan nya ciputra hospital saya berobat mengenakan pelayana bpjs pelayanan baik
Ciputra Hospital CitraRaya,shinta rowe,8 bulan lalu,1.0,"UGD nya bernyamuk.
dokter jaga : agustina Tombing,  anak saya datang dengan keluhan batuk pilek demam, dokter sudah pakai masker, saat anak saya batuk tidak sengaja menghadap ke …"
Ciputra Hospital CitraRaya,heru setyawan,6 bulan lalu,5.0,"Petugas dan dokternya MCU ok banget , ramah ramah , pelayanannya sip banget semoga tahun depan ketemu lagi . Tuk MCU ke pabrik lagi ."
Ciputra Hospital CitraRaya,Aditiya Dwi Ariyanto,setahun lalu,5.0,"Terimakasih Untuk Ciputra Hospital yang telah memberikan pelayanan yg sangat baik & mengutamakan kenyamanan pasien. Terimakasih juga untuk Perawat Erna Fantri
yang telah merawat dengan baik, ramah dan sangat komunikatif dalam memberikan penjelasan kpd pasien. 👍 …"
Ciputra Hospital CitraRaya,sianturi channel,2 tahun lalu,5.0,"Terima kasih pelayannya untuk suster dan dr. Rendra dari pasien JOANNA ANZANETA W. ARUAN.
Dari awal masuk igd langsung ditangani dengan cepat sampai ke rawat inap. …"
Ciputra Hospital CitraRaya,Atun Tuniah,3 bulan lalu,5.0,"Pelayanannya baik,dokter dan suster srta tenaga medis yg lain ramah2"
Ciputra Hospital CitraRaya,Intan audya,9 bulan lalu,5.0,"Prosedur di rumah sakit ini efesiensi sekali, pelayanan di bagian pendaftaran sangat baik, petugasnya sabar dan sigap menjawab pertanyaan, pemeriksaan tepat waktu , dan dokter beserta team medisnya sangat profesional dan baik"
Ciputra Hospital CitraRaya,Lisa Rosdianty,7 bulan lalu,5.0,"MCU perawat dan dokternya ramah, saat lab ambil darah halus sekali, ga terasa sakit. Thanks Ciputra Hospital"
Ciputra Hospital CitraRaya,Satlantas resta tangerang,3 bulan lalu,5.0,"Pelayanan dari awal sampai akhir sangat baik dan memuaskan, pertahankan dan ditingkatkan lagi"
Ciputra Hospital CitraRaya,ari saputra,9 bulan lalu,1.0,"Pelayanan IGD di sini sungguh memalukan! Istri saya datang dalam kondisi lemas, buang air kecil bercampur darah, tapi malah ditolak dengan alasan konyol ‘IMS’. Apa ini cara kalian memperlakukan pasien darurat, apalagi yang pakai BPJS? …"
Ciputra Hospital CitraRaya,Zulaikha Gunawan,8 bulan lalu,5.0,"Rumah sakitnya luas halaman parkir nya juga luas tapi motor berantakan jadi bingung, perawat dan dokter ramah, toilet nya juga bersih yang di lobby wangi lagi.
Sukses terus buat Ciputra Hospital Citra Raya"
Ciputra Hospital CitraRaya,Amelia Sandova,8 bulan lalu,1.0,"Dari malam di info boleh pulang gak perlu nunggu dokter
Udah pagi bilangnya nunggu bagian administrasi belum dateng
Udah dikonfirmasi ke administrasi nunggu perawatnya …"
Ciputra Hospital CitraRaya,Sarijan Sarijan,8 bulan lalu,3.0,"Sangat2 lambat dan proses yang ribet, antri 1 jam di ruang tunggu tht dan pas baru dtg belum ada pasien, ada pasien yang baru datang dipanggil pertama, dan bilang kalau kita ada di urutan no. 13, please deh layanan nya dibenerin..daftar nya juga agak panjang, udah daftar di IGD, ternyata diminta ke poli tht dan disuruh daftar lagi🫠🫠 …"
Ciputra Hospital CitraRaya,Ebbyna Merlyn,5 bulan lalu,4.0,"Pelatihannya menarik, sangat berguna 🙏 …"
Ciputra Hospital CitraRaya,Lamhot Dedy Sagala,9 bulan lalu,1.0,"Saya bawa anak berobat karena butuh dokter dan pertolongan tenaga profesional,
Ini dokter Hendra apakah sudah biasa jutek dan mimik wajahnya dan nada bicaranya seperti meremehkan orang tua pasien? Jika iya apakah dimaklumi sama pihak rs …"
Ciputra Hospital CitraRaya,Irma Yanti Kurnia Sari,6 bulan lalu,5.0,"Pelayanannya sangat memuaskan, ramah-ramah dan baik sekali. Terimakasih, semoga sukses selalu"
Ciputra Hospital CitraRaya,Ririn Silvia,4 bulan lalu,5.0,"Rs dengan pelayanan yang paling terbaik dan terlengkap di tangerang, perawat,dokter, farmasi, dan petugas nya ramah2."
Ciputra Hospital CitraRaya,Mojacko nippon,9 bulan lalu,1.0,"Dear Owner / Manajemen RS Ciputra Citra Raya,

Mohon bantuannya dievaluasi Pak untuk Security memakai jas Abu Abu dengan name …"
Ciputra Hospital CitraRaya,Romana Salsabiila Roseid 69954,7 bulan lalu,5.0,"Servicenya bagus banget, staff nya ramah, kalo dimintain ini itu langsung diambilin sama perawatnya."
Ciputra Hospital CitraRaya,ade sukarna,9 bulan lalu,1.0,"Layanan pasca rawat inap sangat buruk nunggu pulang saja sd -+6 jam kalau tidak di datangin bolak balik ke kasir mungkin tidak di infokan casenya, saran perbaiki layanan agar nasbah nyaman bukan hanya dr gedungnya tapi dr layanan karyawanya"
Ciputra Hospital CitraRaya,Dapur Asbi,8 bulan lalu,5.0,"Pelayanan untuk BPJS bagus poll.. perawatnya profesional banget, aku ditangani sama perawat ibu2 kerudungan, baik banget, profesional dalam memberikan tindakan, dokternya juga edukatif. Top. Maju terus Ciputra hospital citraraya."
Ciputra Hospital CitraRaya,bc88 sky,8 bulan lalu,2.0,"dokter anak yg pria agak tua itu sangat tidak rekomendasi, ditanya selalu dijawab dengan nada dan kalimat yg tidak enak, agak sombong, gak ramah 😄 , paling benci ketemu dokter model ginian , gk akan balik, cukup sekali kermh sakit yg …"
Ciputra Hospital CitraRaya,Eva Agustina Sihombing,9 bulan lalu,5.0,"Terimakasih sedalam2nya saya ucapkan kepada ciputra hospital citra raya tangerang terkhusus Dokter Wenny, SpA dan semua perawat2 ruangan alamanda untuk perhatiannya kepada anak saya saat dirawat inap, Perawat2nya super baik dan ramah serta …"
Ciputra Hospital CitraRaya,Sadam Haryadi,8 bulan lalu,5.0,"Untuk pelayanan bagus, lobby nya luas rumah sakit tapi gak bau obat, ke toilet mba"" Petugasnya ramah dan toilet bersih.
Sukses terus buat Ciputra citra raya."
Ciputra Hospital CitraRaya,muhamad haekal,3 tahun lalu,1.0,"Hari ini mengantar orang tua utk operasi, pengalaman yg dialami jauh dari kata memuaskan dari pelayanan.
1. Sudah deposito, tp ketika cek lab (darah) dan rontgen harus ke kasirnya dulu. …"
Ciputra Hospital CitraRaya,Gita Citra Dewi,3 tahun lalu,5.0,"Selama saya berkunjung disini, pelayanannya baik dan ramah. Tempatnya bersih dan luas. Tempat parkirnya ja yg agak kecil. Pegawai RS tidak sungkan untuk ditanya-tanya. Di RS ini ada pembuatan kartu pasien jika pertama kali datang. Terakhir saya berkunjung kesini ke dokter anak a/n. dr Hendra. Dokternya ramah sekali dan komunikatif."
Ciputra Hospital CitraRaya,Nurliny Anggrek,6 bulan lalu,5.0,Tunggu obat lama.. bpjs daftarnya cepat stafnya ramah2.. saya sudah 2x kesini dilayani baik..
Ciputra Hospital CitraRaya,Ilah Nurlaillah,8 bulan lalu,2.0,Singkat cerita di tgl 31-08-25 jam 01.00 datang ke IGD dengan keluhan panas dingin sudah 1 mggu karna gda perubahan akhirnya ke igd pas diperiksa hasil TVV normal dijelasin tidak bisa dirawat karna ttv normal alhasil pindah ke RS lain …
Ciputra Hospital CitraRaya,Ade Rosliawati,Diedit 9 bulan lalu,2.0,"Pengalaman antar ibu berobat jalan kesini selalu diminta datang jam 3 padahal dokternya jam 5 , dokter nya ramah RS nya bersih hanya saja bagian administrasi dan farmasi sangat lama entah karna saya pengguna asuransi atau apa yg pasti …"
Ciputra Hospital CitraRaya,Novia Ovy,7 bulan lalu,5.0,"Pelayanan baik, ramah, penangananya cepat,
tempat bersih rapih, dokter nya baik, ramah . perawatnya pun ramah dan sigap jika di butuhkan."
Ciputra Hospital CitraRaya,Ta Dita,9 bulan lalu,5.0,"untuk pelayanan keseluruhan semua ny sangat memuaskan..mulai dari staf², petugas kebersihan dan security. Terimakasih ciputra hospital semoga makin sukses buat kedepannya 👍 …"
Ciputra Hospital CitraRaya,nadiah musyarofah,7 bulan lalu,5.0,"Terimakasih untuk pelayanan sangat baik dan bagus, perawatnya baik baik dan ramah, dokternya oke banget 😍 …"
Ciputra Hospital CitraRaya,fajar nur achmat,6 bulan lalu,1.0,"Pembayaran/closing rawat inap menggunakan asuransi butuh waktu hampir 9 jam.

Tolong diperbaiki."
Ciputra Hospital CitraRaya,Fani Hidayat Kurniawan,9 bulan lalu,1.0,"Jam 11.20 mau pulang ke parkiran mobil di lantai SB ada OB ngepel, sudah bilang permisi dan dia bilang silahkan eh tau2 di cipratin air kotor lumayan banyak, celana bagian bawah basah kuyu.. Kalau emang sudah malas kerja saran saya mending diberhentiin aja dari pada bikin jelek nama CIPUTRA HOSPITAL.."
Ciputra Hospital CitraRaya,Syakir Wassalam,10 bulan lalu,1.0,"rumah saya di eco residence, jd penghuni citra jg udh dri 2004, tapi saya lebih milih ke siloam/metro hospital yah karena ampun2 deh ke igd cihos yg gk profesional, bad attitude, dan gk ad skill customer excellent ny sma sekali. mungkin …"
Ciputra Hospital CitraRaya,Danah sukmawati,2 tahun lalu,1.0,Cukup sekali dateng k igd rs ciputra gk gak lagi deh. masa kudu nunggu bed kosong dulu baru d layanin ..hampir 3 jam menunggu d luar g ada kepastian padahal d dalam terlihat santai2 aja tuh...akhirnya langsung pergi k sari asih karawaci ga harus nunggu sepi sekalipun pasien nya penuh banget  tapi langsung dapet penanganan.
Ciputra Hospital CitraRaya,anggita meilia,10 bulan lalu,5.0,"Selama kontrol dan sempat ranap di ciputra hospital pelayanannya sangat baik dan ramah dari mulai dokter, perawat sampai bagian administrasi, terutama dr.Ruth Sp.PD pemeriksaannya sangat menyeluruh"
Ciputra Hospital CitraRaya,Irgi Surya putra,4 bulan lalu,5.0,"Pelayanan nya sangat bagus, staff dan pegawai sangat ramah, pelayanan cepat dan tanggap"
Ciputra Hospital CitraRaya,SAHIDIN,8 bulan lalu,5.0,Terimakasih RS Ciputra Saya sahidin dari pada pasein Anak saya Earlita Ss rawat inap 4h 3 malam.. pelayanan nya bagus banget.. saya sangat puas atas pelayanan rs ciputra.. terimakasih jaya jaya jaya.. sukses selalu
Ciputra Hospital CitraRaya,Rhelmina,2 tahun lalu,1.0,"KEMENKES & BPJS tolong di EVALUASI RS INI KACAU BANGET.
Pengalaman 4 hari di IGD. RS pencitraan baik, kenyataannya IGD pelayanan terburuk. perawat banyak tapi tindakan lamban, dokter & perawat tdk edukasi dan …"
Ciputra Hospital CitraRaya,Acun Sundari77,10 bulan lalu,5.0,"Tempatnya nyaman, pelayanannya bagus dan ramah² hanya saja di bagian loket pendaftaran itu antri lama sekali jika pasiennya lagi banyak, mgkin bisa di tambau loket lagi :D …"
Ciputra Hospital CitraRaya,David Christian,10 bulan lalu,5.0,"Pelayanan sangat baik, terutama dari para dokternya. Saya sangat terbantu dengan dokter jaga IGD yg cepat tanggap, tapi juga sabar dan menenangkan di tengah kondisi darurat waktu saya diare kemarin. Saat dirawat inap pun, dokter di bangsal …"
Ciputra Hospital CitraRaya,Boby Kurniawan,3 bulan lalu,5.0,"Dokter sangat bagus, ruangan bagus, bersih, pelayanan terbaikkk… recomended sekali"
Ciputra Hospital CitraRaya,Nendi Rahman,8 bulan lalu,5.0,"Rumahnya sakit bagus bersih, pelayanan nya baik, staff pegawainya ramah, pokonya engga nyesel berobat disini mantap"
Ciputra Hospital CitraRaya,Dwinta Pratiwi,9 bulan lalu,5.0,"Pelayanan nya cepat , terutama dari bagian administrasi sampai bagian penyerahan obat . Terimakasih Ciputra Hospital Citra Raya Tangerang, semoga makin sukses dan jaya raya selalu 🔥🔥 …"
Ciputra Hospital CitraRaya,Mjunudil Mahdi,6 bulan lalu,5.0,"sangat ramah staff saat mcu on site dibantu cs nya juga kalo bingung, mcu on site di pt pristine lancar"
